,Current,Contribution,Time Start,Time End
0,I_Na,0.6186836064270536,235.0,245.0
1,I_NaL,0.0395511504682239,330.0,340.0
2,I_to,0.5061157023367485,250.0,260.0
3,I_CaL,0.5018710703268682,270.0,280.0
4,I_Kr,0.7670855622280658,1105.0,1115.0
5,I_Ks,0.5179423289027639,1915.0,1925.0
6,I_K1,0.9907190007186293,2495.0,2505.0
