,Current,Contribution,Time Start,Time End
0,I_Na,0.969838334877091,540.0,550.0
1,I_si,0.9387100500026305,1165.0,1175.0
2,I_K1,0.9763759695841121,1910.0,1920.0
3,I_x1,0.7336542060782856,5350.0,5360.0
