,Current,Contribution,Time Start,Time End
0,I_Na,0.7528487207383602,500.0,510.0
1,I_si,0.7660981703855799,1125.0,1135.0
2,I_K1,0.7665750143125839,1105.0,1115.0
3,I_x1,0.07939092761884489,1115.0,1125.0
