,Current,Contribution,Time Start,Time End
0,I_Na,0.8842803301982098,685.0,695.0
1,I_si,0.8241356804397908,785.0,795.0
2,I_K1,0.962813420848322,2175.0,2185.0
3,I_x1,0.5215065376095931,4210.0,4220.0
