,Current,Contribution,Time Start,Time End
0,I_Na,0.8012284087117834,3600.0,3610.0
1,I_si,0.8543057736073517,1150.0,1160.0
2,I_K1,0.9610593269246356,1750.0,1760.0
3,I_x1,0.5054498869523588,3515.0,3525.0
