,Current,Contribution,Time Start,Time End
0,I_Na,0.843962905830218,585.0,595.0
1,I_si,0.8681868771935987,1240.0,1250.0
2,I_K1,0.9652311774690311,1920.0,1930.0
3,I_x1,0.6702288217027723,4660.0,4670.0
