,Current,Contribution,Time Start,Time End
0,I_Na,0.9721511463223899,560.0,570.0
1,I_NaL,0.6021690056207726,1665.0,1675.0
2,I_to,0.8459305156900798,2240.0,2250.0
3,I_CaL,0.8787769451948959,600.0,610.0
4,I_Kr,0.904089996423079,4115.0,4125.0
5,I_Ks,0.7018519549070834,5715.0,5725.0
6,I_K1,0.999926437500868,545.0,555.0
