,Current,Contribution,Time Start,Time End
0,I_Na,0.7066330104075313,560.0,570.0
1,I_si,0.7441213774664429,2485.0,2495.0
2,I_K1,0.958691092240264,1185.0,1195.0
3,I_x1,0.3023907019108212,3155.0,3165.0
